"hour","TWh"
96,"0.000072571347641"
97,"0.000070851765571"
98,"0.000075213024444"
99,"0.000066066841551"
100,"0.000063425164748"
101,"0.000065144746818"
102,"0.000069057419063"
103,"0.000076035433260"
104,"0.000104994192174"
105,"0.000157877571190"
106,"0.000189777064658"
107,"0.000200617908141"
108,"0.000207222100149"
109,"0.000200343771869"
110,"0.000179833394428"
111,"0.000140432535699"
112,"0.000101156284366"
113,"0.000084757951005"
114,"0.000087698685559"
115,"0.000096645496618"
116,"0.000096321517387"
117,"0.000094975757506"
118,"0.000087175334494"
119,"0.000078801717459"
120,"0.000070477943382"
121,"0.000060309979839"
122,"0.000054353746293"
123,"0.000047674789848"
124,"0.000042765258431"
125,"0.000041743477781"
126,"0.000042964630265"
127,"0.000047998769078"
128,"0.000051363168780"
129,"0.000049319607480"
130,"0.000052684007181"
131,"0.000063475007706"
132,"0.000071175744801"
133,"0.000076359412490"
134,"0.000079823498109"
135,"0.000076334491011"
136,"0.000067811345100"
137,"0.000061929875991"
138,"0.000072920248351"
139,"0.000090464969758"
140,"0.000093256175437"
141,"0.000091262457095"
142,"0.000080596063966"
143,"0.000071748938825"
144,"0.000063624536582"
145,"0.000063774065458"
146,"0.000053979924104"
147,"0.000048920863811"
148,"0.000048472277184"
149,"0.000056521914989"
150,"0.000065194589776"
151,"0.000075163181485"
152,"0.000103299531583"
153,"0.000167846162898"
154,"0.000225140643745"
155,"0.000230299389955"
156,"0.000237750912257"
157,"0.000227308812442"
158,"0.000191197588976"
159,"0.000171509620351"
160,"0.000184618318449"
161,"0.000199321991219"
162,"0.000203633407133"
163,"0.000181602819457"
164,"0.000126476507307"
165,"0.000098539529042"
166,"0.000086577218992"
167,"0.000077007370951"
168,"0.000072571347641"
169,"0.000063774065458"
170,"0.000053979924104"
171,"0.000048920863811"
172,"0.000048472277184"
173,"0.000056521914989"
174,"0.000065194589776"
175,"0.000075163181485"
176,"0.000103299531583"
177,"0.000167846162898"
178,"0.000225140643745"
179,"0.000230299389955"
180,"0.000237750912257"
181,"0.000227308812442"
182,"0.000191197588976"
183,"0.000171509620351"
184,"0.000184618318449"
185,"0.000199321991219"
186,"0.000203633407133"
187,"0.000181602819457"
188,"0.000126476507307"
189,"0.000098539529042"
190,"0.000086577218992"
191,"0.000077007370951"
192,"0.000072571347641"
193,"0.000063774065458"
194,"0.000053979924104"
195,"0.000048920863811"
196,"0.000048472277184"
197,"0.000056521914989"
198,"0.000065194589776"
199,"0.000075163181485"
200,"0.000103299531583"
201,"0.000167846162898"
202,"0.000225140643745"
203,"0.000230299389955"
204,"0.000237750912257"
205,"0.000227308812442"
206,"0.000191197588976"
207,"0.000171509620351"
208,"0.000184618318449"
209,"0.000199321991219"
210,"0.000203633407133"
211,"0.000181602819457"
212,"0.000126476507307"
213,"0.000098539529042"
214,"0.000086577218992"
215,"0.000077007370951"
216,"0.000072571347641"
217,"0.000063774065458"
218,"0.000053979924104"
219,"0.000048920863811"
220,"0.000048472277184"
221,"0.000056521914989"
222,"0.000065194589776"
223,"0.000075163181485"
224,"0.000103299531583"
225,"0.000167846162898"
226,"0.000225140643745"
227,"0.000230299389955"
228,"0.000237750912257"
229,"0.000227308812442"
230,"0.000191197588976"
231,"0.000171509620351"
232,"0.000184618318449"
233,"0.000199321991219"
234,"0.000203633407133"
235,"0.000181602819457"
236,"0.000126476507307"
237,"0.000098539529042"
238,"0.000086577218992"
239,"0.000077007370951"
240,"0.000072571347641"
241,"0.000063774065458"
242,"0.000053979924104"
243,"0.000048920863811"
244,"0.000048472277184"
245,"0.000056521914989"
246,"0.000065194589776"
247,"0.000075163181485"
248,"0.000103299531583"
249,"0.000167846162898"
250,"0.000225140643745"
251,"0.000230299389955"
252,"0.000237750912257"
253,"0.000227308812442"
254,"0.000191197588976"
255,"0.000171509620351"
256,"0.000184618318449"
257,"0.000199321991219"
258,"0.000203633407133"
259,"0.000181602819457"
260,"0.000126476507307"
261,"0.000098539529042"
262,"0.000086577218992"
263,"0.000077007370951"
264,"0.000072571347641"
265,"0.000070851765571"
266,"0.000075213024444"
267,"0.000066066841551"
268,"0.000063425164748"
269,"0.000065144746818"
270,"0.000069057419063"
271,"0.000076035433260"
272,"0.000104994192174"
273,"0.000157877571190"
274,"0.000189777064658"
275,"0.000200617908141"
276,"0.000207222100149"
277,"0.000200343771869"
278,"0.000179833394428"
279,"0.000140432535699"
280,"0.000101156284366"
281,"0.000084757951005"
282,"0.000087698685559"
283,"0.000096645496618"
284,"0.000096321517387"
285,"0.000094975757506"
286,"0.000087175334494"
287,"0.000078801717459"
288,"0.000070477943382"
289,"0.000060309979839"
290,"0.000054353746293"
291,"0.000047674789848"
292,"0.000042765258431"
293,"0.000041743477781"
294,"0.000042964630265"
295,"0.000047998769078"
296,"0.000051363168780"
297,"0.000049319607480"
298,"0.000052684007181"
299,"0.000063475007706"
300,"0.000071175744801"
301,"0.000076359412490"
302,"0.000079823498109"
303,"0.000076334491011"
304,"0.000067811345100"
305,"0.000061929875991"
306,"0.000072920248351"
307,"0.000090464969758"
308,"0.000093256175437"
309,"0.000091262457095"
310,"0.000080596063966"
311,"0.000071748938825"
312,"0.000063624536582"
313,"0.000063774065458"
314,"0.000053979924104"
315,"0.000048920863811"
316,"0.000048472277184"
317,"0.000056521914989"
318,"0.000065194589776"
319,"0.000075163181485"
320,"0.000103299531583"
321,"0.000167846162898"
322,"0.000225140643745"
323,"0.000230299389955"
324,"0.000237750912257"
325,"0.000227308812442"
326,"0.000191197588976"
327,"0.000171509620351"
328,"0.000184618318449"
329,"0.000199321991219"
330,"0.000203633407133"
331,"0.000181602819457"
332,"0.000126476507307"
333,"0.000098539529042"
334,"0.000086577218992"
335,"0.000077007370951"
336,"0.000072571347641"
337,"0.000063774065458"
338,"0.000053979924104"
339,"0.000048920863811"
340,"0.000048472277184"
341,"0.000056521914989"
342,"0.000065194589776"
343,"0.000075163181485"
344,"0.000103299531583"
345,"0.000167846162898"
346,"0.000225140643745"
347,"0.000230299389955"
348,"0.000237750912257"
349,"0.000227308812442"
350,"0.000191197588976"
351,"0.000171509620351"
352,"0.000184618318449"
353,"0.000199321991219"
354,"0.000203633407133"
355,"0.000181602819457"
356,"0.000126476507307"
357,"0.000098539529042"
358,"0.000086577218992"
359,"0.000077007370951"
360,"0.000072571347641"
361,"0.000063774065458"
362,"0.000053979924104"
363,"0.000048920863811"
364,"0.000048472277184"
365,"0.000056521914989"
366,"0.000065194589776"
367,"0.000075163181485"
368,"0.000103299531583"
369,"0.000167846162898"
370,"0.000225140643745"
371,"0.000230299389955"
372,"0.000237750912257"
373,"0.000227308812442"
374,"0.000191197588976"
375,"0.000171509620351"
376,"0.000184618318449"
377,"0.000199321991219"
378,"0.000203633407133"
379,"0.000181602819457"
380,"0.000126476507307"
381,"0.000098539529042"
382,"0.000086577218992"
383,"0.000077007370951"
384,"0.000072571347641"
385,"0.000063774065458"
386,"0.000053979924104"
387,"0.000048920863811"
388,"0.000048472277184"
389,"0.000056521914989"
390,"0.000065194589776"
391,"0.000075163181485"
392,"0.000103299531583"
393,"0.000167846162898"
394,"0.000225140643745"
395,"0.000230299389955"
396,"0.000237750912257"
397,"0.000227308812442"
398,"0.000191197588976"
399,"0.000171509620351"
400,"0.000184618318449"
401,"0.000199321991219"
402,"0.000203633407133"
403,"0.000181602819457"
404,"0.000126476507307"
405,"0.000098539529042"
406,"0.000086577218992"
407,"0.000077007370951"
408,"0.000072571347641"
409,"0.000063774065458"
410,"0.000053979924104"
411,"0.000048920863811"
412,"0.000048472277184"
413,"0.000056521914989"
414,"0.000065194589776"
415,"0.000075163181485"
416,"0.000103299531583"
417,"0.000167846162898"
418,"0.000225140643745"
419,"0.000230299389955"
420,"0.000237750912257"
421,"0.000227308812442"
422,"0.000191197588976"
423,"0.000171509620351"
424,"0.000184618318449"
425,"0.000199321991219"
426,"0.000203633407133"
427,"0.000181602819457"
428,"0.000126476507307"
429,"0.000098539529042"
430,"0.000086577218992"
431,"0.000077007370951"
432,"0.000072571347641"
433,"0.000070851765571"
434,"0.000075213024444"
435,"0.000066066841551"
436,"0.000063425164748"
437,"0.000065144746818"
438,"0.000069057419063"
439,"0.000076035433260"
440,"0.000104994192174"
441,"0.000157877571190"
442,"0.000189777064658"
443,"0.000200617908141"
444,"0.000207222100149"
445,"0.000200343771869"
446,"0.000179833394428"
447,"0.000140432535699"
448,"0.000101156284366"
449,"0.000084757951005"
450,"0.000087698685559"
451,"0.000096645496618"
452,"0.000096321517387"
453,"0.000094975757506"
454,"0.000087175334494"
455,"0.000078801717459"
456,"0.000070477943382"
457,"0.000060309979839"
458,"0.000054353746293"
459,"0.000047674789848"
460,"0.000042765258431"
461,"0.000041743477781"
462,"0.000042964630265"
463,"0.000047998769078"
464,"0.000051363168780"
465,"0.000049319607480"
466,"0.000052684007181"
467,"0.000063475007706"
468,"0.000071175744801"
469,"0.000076359412490"
470,"0.000079823498109"
471,"0.000076334491011"
472,"0.000067811345100"
473,"0.000061929875991"
474,"0.000072920248351"
475,"0.000090464969758"
476,"0.000093256175437"
477,"0.000091262457095"
478,"0.000080596063966"
479,"0.000071748938825"
480,"0.000063624536582"
481,"0.000063774065458"
482,"0.000053979924104"
483,"0.000048920863811"
484,"0.000048472277184"
485,"0.000056521914989"
486,"0.000065194589776"
487,"0.000075163181485"
488,"0.000103299531583"
489,"0.000167846162898"
490,"0.000225140643745"
491,"0.000230299389955"
492,"0.000237750912257"
493,"0.000227308812442"
494,"0.000191197588976"
495,"0.000171509620351"
496,"0.000184618318449"
497,"0.000199321991219"
498,"0.000203633407133"
499,"0.000181602819457"
500,"0.000126476507307"
501,"0.000098539529042"
502,"0.000086577218992"
503,"0.000077007370951"
504,"0.000072571347641"
505,"0.000063774065458"
506,"0.000053979924104"
507,"0.000048920863811"
508,"0.000048472277184"
509,"0.000056521914989"
510,"0.000065194589776"
511,"0.000075163181485"
512,"0.000103299531583"
513,"0.000167846162898"
514,"0.000225140643745"
515,"0.000230299389955"
516,"0.000237750912257"
517,"0.000227308812442"
518,"0.000191197588976"
519,"0.000171509620351"
520,"0.000184618318449"
521,"0.000199321991219"
522,"0.000203633407133"
523,"0.000181602819457"
524,"0.000126476507307"
525,"0.000098539529042"
526,"0.000086577218992"
527,"0.000077007370951"
528,"0.000072571347641"
529,"0.000063774065458"
530,"0.000053979924104"
531,"0.000048920863811"
532,"0.000048472277184"
533,"0.000056521914989"
534,"0.000065194589776"
535,"0.000075163181485"
536,"0.000103299531583"
537,"0.000167846162898"
538,"0.000225140643745"
539,"0.000230299389955"
540,"0.000237750912257"
541,"0.000227308812442"
542,"0.000191197588976"
543,"0.000171509620351"
544,"0.000184618318449"
545,"0.000199321991219"
546,"0.000203633407133"
547,"0.000181602819457"
548,"0.000126476507307"
549,"0.000098539529042"
550,"0.000086577218992"
551,"0.000077007370951"
552,"0.000072571347641"
553,"0.000063774065458"
554,"0.000053979924104"
555,"0.000048920863811"
556,"0.000048472277184"
557,"0.000056521914989"
558,"0.000065194589776"
559,"0.000075163181485"
560,"0.000103299531583"
561,"0.000167846162898"
562,"0.000225140643745"
563,"0.000230299389955"
564,"0.000237750912257"
565,"0.000227308812442"
566,"0.000191197588976"
567,"0.000171509620351"
568,"0.000184618318449"
569,"0.000199321991219"
570,"0.000203633407133"
571,"0.000181602819457"
572,"0.000126476507307"
573,"0.000098539529042"
574,"0.000086577218992"
575,"0.000077007370951"
576,"0.000072571347641"
577,"0.000063774065458"
578,"0.000053979924104"
579,"0.000048920863811"
580,"0.000048472277184"
581,"0.000056521914989"
582,"0.000065194589776"
583,"0.000075163181485"
584,"0.000103299531583"
585,"0.000167846162898"
586,"0.000225140643745"
587,"0.000230299389955"
588,"0.000237750912257"
589,"0.000227308812442"
590,"0.000191197588976"
591,"0.000171509620351"
592,"0.000184618318449"
593,"0.000199321991219"
594,"0.000203633407133"
595,"0.000181602819457"
596,"0.000126476507307"
597,"0.000098539529042"
598,"0.000086577218992"
599,"0.000077007370951"
600,"0.000072571347641"
601,"0.000070851765571"
602,"0.000075213024444"
603,"0.000066066841551"
604,"0.000063425164748"
605,"0.000065144746818"
606,"0.000069057419063"
607,"0.000076035433260"
608,"0.000104994192174"
609,"0.000157877571190"
610,"0.000189777064658"
611,"0.000200617908141"
612,"0.000207222100149"
613,"0.000200343771869"
614,"0.000179833394428"
615,"0.000140432535699"
616,"0.000101156284366"
617,"0.000084757951005"
618,"0.000087698685559"
619,"0.000096645496618"
620,"0.000096321517387"
621,"0.000094975757506"
622,"0.000087175334494"
623,"0.000078801717459"
624,"0.000070477943382"
625,"0.000060309979839"
626,"0.000054353746293"
627,"0.000047674789848"
628,"0.000042765258431"
629,"0.000041743477781"
630,"0.000042964630265"
631,"0.000047998769078"
632,"0.000051363168780"
633,"0.000049319607480"
634,"0.000052684007181"
635,"0.000063475007706"
636,"0.000071175744801"
637,"0.000076359412490"
638,"0.000079823498109"
639,"0.000076334491011"
640,"0.000067811345100"
641,"0.000061929875991"
642,"0.000072920248351"
643,"0.000090464969758"
644,"0.000093256175437"
645,"0.000091262457095"
646,"0.000080596063966"
647,"0.000071748938825"
648,"0.000063624536582"
649,"0.000063774065458"
650,"0.000053979924104"
651,"0.000048920863811"
652,"0.000048472277184"
653,"0.000056521914989"
654,"0.000065194589776"
655,"0.000075163181485"
656,"0.000103299531583"
657,"0.000167846162898"
658,"0.000225140643745"
659,"0.000230299389955"
660,"0.000237750912257"
661,"0.000227308812442"
662,"0.000191197588976"
663,"0.000171509620351"
664,"0.000184618318449"
665,"0.000199321991219"
666,"0.000203633407133"
667,"0.000181602819457"
668,"0.000126476507307"
669,"0.000098539529042"
670,"0.000086577218992"
671,"0.000077007370951"
672,"0.000072571347641"
673,"0.000063774065458"
674,"0.000053979924104"
675,"0.000048920863811"
676,"0.000048472277184"
677,"0.000056521914989"
678,"0.000065194589776"
679,"0.000075163181485"
680,"0.000103299531583"
681,"0.000167846162898"
682,"0.000225140643745"
683,"0.000230299389955"
684,"0.000237750912257"
685,"0.000227308812442"
686,"0.000191197588976"
687,"0.000171509620351"
688,"0.000184618318449"
689,"0.000199321991219"
690,"0.000203633407133"
691,"0.000181602819457"
692,"0.000126476507307"
693,"0.000098539529042"
694,"0.000086577218992"
695,"0.000077007370951"
696,"0.000072571347641"
697,"0.000063774065458"
698,"0.000053979924104"
699,"0.000048920863811"
700,"0.000048472277184"
701,"0.000056521914989"
702,"0.000065194589776"
703,"0.000075163181485"
704,"0.000103299531583"
705,"0.000167846162898"
706,"0.000225140643745"
707,"0.000230299389955"
708,"0.000237750912257"
709,"0.000227308812442"
710,"0.000191197588976"
711,"0.000171509620351"
712,"0.000184618318449"
713,"0.000199321991219"
714,"0.000203633407133"
715,"0.000181602819457"
716,"0.000126476507307"
717,"0.000098539529042"
718,"0.000086577218992"
719,"0.000077007370951"
720,"0.000072571347641"
721,"0.000063774065458"
722,"0.000053979924104"
723,"0.000048920863811"
724,"0.000048472277184"
725,"0.000056521914989"
726,"0.000065194589776"
727,"0.000075163181485"
728,"0.000103299531583"
729,"0.000167846162898"
730,"0.000225140643745"
731,"0.000230299389955"
732,"0.000237750912257"
733,"0.000227308812442"
734,"0.000191197588976"
735,"0.000171509620351"
736,"0.000184618318449"
737,"0.000199321991219"
738,"0.000203633407133"
739,"0.000181602819457"
740,"0.000126476507307"
741,"0.000098539529042"
742,"0.000086577218992"
743,"0.000077007370951"
744,"0.000072571347641"
745,"0.000063774065458"
746,"0.000053979924104"
747,"0.000048920863811"
748,"0.000048472277184"
749,"0.000056521914989"
750,"0.000065194589776"
751,"0.000075163181485"
752,"0.000103299531583"
753,"0.000167846162898"
754,"0.000225140643745"
755,"0.000230299389955"
756,"0.000237750912257"
757,"0.000227308812442"
758,"0.000191197588976"
759,"0.000171509620351"
760,"0.000184618318449"
761,"0.000199321991219"
762,"0.000203633407133"
763,"0.000181602819457"
764,"0.000126476507307"
765,"0.000098539529042"
766,"0.000086577218992"
767,"0.000077007370951"
768,"0.000072571347641"
769,"0.000070851765571"
770,"0.000075213024444"
771,"0.000066066841551"
772,"0.000063425164748"
773,"0.000065144746818"
774,"0.000069057419063"
775,"0.000076035433260"
776,"0.000104994192174"
777,"0.000157877571190"
778,"0.000189777064658"
779,"0.000200617908141"
780,"0.000207222100149"
781,"0.000200343771869"
782,"0.000179833394428"
783,"0.000140432535699"
784,"0.000101156284366"
785,"0.000084757951005"
786,"0.000087698685559"
787,"0.000096645496618"
788,"0.000096321517387"
789,"0.000094975757506"
790,"0.000087175334494"
791,"0.000078801717459"
792,"0.000070477943382"
793,"0.000060309979839"
794,"0.000054353746293"
795,"0.000047674789848"
796,"0.000042765258431"
797,"0.000041743477781"
798,"0.000042964630265"
799,"0.000047998769078"
800,"0.000051363168780"
801,"0.000049319607480"
802,"0.000052684007181"
803,"0.000063475007706"
804,"0.000071175744801"
805,"0.000076359412490"
806,"0.000079823498109"
807,"0.000076334491011"
808,"0.000067811345100"
809,"0.000061929875991"
810,"0.000072920248351"
811,"0.000090464969758"
812,"0.000093256175437"
813,"0.000091262457095"
814,"0.000080596063966"
815,"0.000071748938825"
816,"0.000063624536582"
817,"0.000063774065458"
818,"0.000053979924104"
819,"0.000048920863811"
820,"0.000048472277184"
821,"0.000056521914989"
822,"0.000065194589776"
823,"0.000075163181485"
824,"0.000103299531583"
825,"0.000167846162898"
826,"0.000225140643745"
827,"0.000230299389955"
828,"0.000237750912257"
829,"0.000227308812442"
830,"0.000191197588976"
831,"0.000171509620351"
832,"0.000184618318449"
833,"0.000199321991219"
834,"0.000203633407133"
835,"0.000181602819457"
836,"0.000126476507307"
837,"0.000098539529042"
838,"0.000086577218992"
839,"0.000077007370951"
840,"0.000072571347641"
841,"0.000063774065458"
842,"0.000053979924104"
843,"0.000048920863811"
844,"0.000048472277184"
845,"0.000056521914989"
846,"0.000065194589776"
847,"0.000075163181485"
848,"0.000103299531583"
849,"0.000167846162898"
850,"0.000225140643745"
851,"0.000230299389955"
852,"0.000237750912257"
853,"0.000227308812442"
854,"0.000191197588976"
855,"0.000171509620351"
856,"0.000184618318449"
857,"0.000199321991219"
858,"0.000203633407133"
859,"0.000181602819457"
860,"0.000126476507307"
861,"0.000098539529042"
862,"0.000086577218992"
863,"0.000077007370951"
864,"0.000072571347641"
865,"0.000063774065458"
866,"0.000053979924104"
867,"0.000048920863811"
868,"0.000048472277184"
869,"0.000056521914989"
870,"0.000065194589776"
871,"0.000075163181485"
872,"0.000103299531583"
873,"0.000167846162898"
874,"0.000225140643745"
875,"0.000230299389955"
876,"0.000237750912257"
877,"0.000227308812442"
878,"0.000191197588976"
879,"0.000171509620351"
880,"0.000184618318449"
881,"0.000199321991219"
882,"0.000203633407133"
883,"0.000181602819457"
884,"0.000126476507307"
885,"0.000098539529042"
886,"0.000086577218992"
887,"0.000077007370951"
888,"0.000072571347641"
889,"0.000063774065458"
890,"0.000053979924104"
891,"0.000048920863811"
892,"0.000048472277184"
893,"0.000056521914989"
894,"0.000065194589776"
895,"0.000075163181485"
896,"0.000103299531583"
897,"0.000167846162898"
898,"0.000225140643745"
899,"0.000230299389955"
900,"0.000237750912257"
901,"0.000227308812442"
902,"0.000191197588976"
903,"0.000171509620351"
904,"0.000184618318449"
905,"0.000199321991219"
906,"0.000203633407133"
907,"0.000181602819457"
908,"0.000126476507307"
909,"0.000098539529042"
910,"0.000086577218992"
911,"0.000077007370951"
912,"0.000072571347641"
913,"0.000063774065458"
914,"0.000053979924104"
915,"0.000048920863811"
916,"0.000048472277184"
917,"0.000056521914989"
918,"0.000065194589776"
919,"0.000075163181485"
920,"0.000103299531583"
921,"0.000167846162898"
922,"0.000225140643745"
923,"0.000230299389955"
924,"0.000237750912257"
925,"0.000227308812442"
926,"0.000191197588976"
927,"0.000171509620351"
928,"0.000184618318449"
929,"0.000199321991219"
930,"0.000203633407133"
931,"0.000181602819457"
932,"0.000126476507307"
933,"0.000098539529042"
934,"0.000086577218992"
935,"0.000077007370951"
936,"0.000072571347641"
937,"0.000070851765571"
938,"0.000075213024444"
939,"0.000066066841551"
940,"0.000063425164748"
941,"0.000065144746818"
942,"0.000069057419063"
943,"0.000076035433260"
944,"0.000104994192174"
945,"0.000157877571190"
946,"0.000189777064658"
947,"0.000200617908141"
948,"0.000207222100149"
949,"0.000200343771869"
950,"0.000179833394428"
951,"0.000140432535699"
952,"0.000101156284366"
953,"0.000084757951005"
954,"0.000087698685559"
955,"0.000096645496618"
956,"0.000096321517387"
957,"0.000094975757506"
958,"0.000087175334494"
959,"0.000078801717459"
960,"0.000070477943382"
961,"0.000060309979839"
962,"0.000054353746293"
963,"0.000047674789848"
964,"0.000042765258431"
965,"0.000041743477781"
966,"0.000042964630265"
967,"0.000047998769078"
968,"0.000051363168780"
969,"0.000049319607480"
970,"0.000052684007181"
971,"0.000063475007706"
972,"0.000071175744801"
973,"0.000076359412490"
974,"0.000079823498109"
975,"0.000076334491011"
976,"0.000067811345100"
977,"0.000061929875991"
978,"0.000072920248351"
979,"0.000090464969758"
980,"0.000093256175437"
981,"0.000091262457095"
982,"0.000080596063966"
983,"0.000071748938825"
984,"0.000063624536582"
985,"0.000063774065458"
986,"0.000053979924104"
987,"0.000048920863811"
988,"0.000048472277184"
989,"0.000056521914989"
990,"0.000065194589776"
991,"0.000075163181485"
992,"0.000103299531583"
993,"0.000167846162898"
994,"0.000225140643745"
995,"0.000230299389955"
996,"0.000237750912257"
997,"0.000227308812442"
998,"0.000191197588976"
999,"0.000171509620351"
1000,"0.000184618318449"
1001,"0.000199321991219"
1002,"0.000203633407133"
1003,"0.000181602819457"
1004,"0.000126476507307"
1005,"0.000098539529042"
1006,"0.000086577218992"
1007,"0.000077007370951"
1008,"0.000072571347641"
1009,"0.000063774065458"
1010,"0.000053979924104"
1011,"0.000048920863811"
1012,"0.000048472277184"
1013,"0.000056521914989"
1014,"0.000065194589776"
1015,"0.000075163181485"
1016,"0.000103299531583"
1017,"0.000167846162898"
1018,"0.000225140643745"
1019,"0.000230299389955"
1020,"0.000237750912257"
1021,"0.000227308812442"
1022,"0.000191197588976"
1023,"0.000171509620351"
1024,"0.000184618318449"
1025,"0.000199321991219"
1026,"0.000203633407133"
1027,"0.000181602819457"
1028,"0.000126476507307"
1029,"0.000098539529042"
1030,"0.000086577218992"
1031,"0.000077007370951"
1032,"0.000072571347641"
1033,"0.000063774065458"
1034,"0.000053979924104"
1035,"0.000048920863811"
1036,"0.000048472277184"
1037,"0.000056521914989"
1038,"0.000065194589776"
1039,"0.000075163181485"
1040,"0.000103299531583"
1041,"0.000167846162898"
1042,"0.000225140643745"
1043,"0.000230299389955"
1044,"0.000237750912257"
1045,"0.000227308812442"
1046,"0.000191197588976"
1047,"0.000171509620351"
1048,"0.000184618318449"
1049,"0.000199321991219"
1050,"0.000203633407133"
1051,"0.000181602819457"
1052,"0.000126476507307"
1053,"0.000098539529042"
1054,"0.000086577218992"
1055,"0.000077007370951"
1056,"0.000072571347641"
1057,"0.000063774065458"
1058,"0.000053979924104"
1059,"0.000048920863811"
1060,"0.000048472277184"
1061,"0.000056521914989"
1062,"0.000065194589776"
1063,"0.000075163181485"
1064,"0.000103299531583"
1065,"0.000167846162898"
1066,"0.000225140643745"
1067,"0.000230299389955"
1068,"0.000237750912257"
1069,"0.000227308812442"
1070,"0.000191197588976"
1071,"0.000171509620351"
1072,"0.000184618318449"
1073,"0.000199321991219"
1074,"0.000203633407133"
1075,"0.000181602819457"
1076,"0.000126476507307"
1077,"0.000098539529042"
1078,"0.000086577218992"
1079,"0.000077007370951"
1080,"0.000072571347641"
1081,"0.000063774065458"
1082,"0.000053979924104"
1083,"0.000048920863811"
1084,"0.000048472277184"
1085,"0.000056521914989"
1086,"0.000065194589776"
1087,"0.000075163181485"
1088,"0.000103299531583"
1089,"0.000167846162898"
1090,"0.000225140643745"
1091,"0.000230299389955"
1092,"0.000237750912257"
1093,"0.000227308812442"
1094,"0.000191197588976"
1095,"0.000171509620351"
1096,"0.000184618318449"
1097,"0.000199321991219"
1098,"0.000203633407133"
1099,"0.000181602819457"
1100,"0.000126476507307"
1101,"0.000098539529042"
1102,"0.000086577218992"
1103,"0.000077007370951"
1104,"0.000072571347641"
1105,"0.000070851765571"
1106,"0.000075213024444"
1107,"0.000066066841551"
1108,"0.000063425164748"
1109,"0.000065144746818"
1110,"0.000069057419063"
1111,"0.000076035433260"
1112,"0.000104994192174"
1113,"0.000157877571190"
1114,"0.000189777064658"
1115,"0.000200617908141"
1116,"0.000207222100149"
1117,"0.000200343771869"
1118,"0.000179833394428"
1119,"0.000140432535699"
1120,"0.000101156284366"
1121,"0.000084757951005"
1122,"0.000087698685559"
1123,"0.000096645496618"
1124,"0.000096321517387"
1125,"0.000094975757506"
1126,"0.000087175334494"
1127,"0.000078801717459"
1128,"0.000070477943382"
1129,"0.000060309979839"
1130,"0.000054353746293"
1131,"0.000047674789848"
1132,"0.000042765258431"
1133,"0.000041743477781"
1134,"0.000042964630265"
1135,"0.000047998769078"
1136,"0.000051363168780"
1137,"0.000049319607480"
1138,"0.000052684007181"
1139,"0.000063475007706"
1140,"0.000071175744801"
1141,"0.000076359412490"
1142,"0.000079823498109"
1143,"0.000076334491011"
1144,"0.000067811345100"
1145,"0.000061929875991"
1146,"0.000072920248351"
1147,"0.000090464969758"
1148,"0.000093256175437"
1149,"0.000091262457095"
1150,"0.000080596063966"
1151,"0.000071748938825"
1152,"0.000063624536582"
